space,time,day,poi,type,root_type,rating,weather,tid,label
40.7689158969068 -73.9065883017906,347,Sunday,The Lions Den,Home (private),Residence,-1.0,Clouds,24451,881
40.8079950658704 -73.9638555049896,715,Sunday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clouds,24451,881
40.7698434364248 -73.9100015417695,97,Monday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Rain,24452,881
40.8345766569390 -73.9443889593914,322,Monday,Bank of America,Bank,Shop & Service,5.8,Clouds,24452,881
40.8340978041072 -73.9452672225881,330,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24452,881
40.8331652006224 -73.9418603427692,345,Monday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24452,881
40.8079950658704 -73.9638555049896,1085,Monday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clouds,24452,881
40.8331652006224 -73.9418603427692,1281,Monday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24452,881
40.8342936185069 -73.9444463623364,11,Tuesday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Rain,24452,881
40.8160002240085 -73.8935634721601,252,Tuesday,Platinum Pleasures,Sports Bar,Nightlife Spot,-1.0,Rain,24452,881
40.8345766569390 -73.9443889593914,344,Tuesday,Bank of America,Bank,Shop & Service,5.8,Rain,24452,881
40.8340978041072 -73.9452672225881,346,Tuesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Rain,24452,881
40.8331652006224 -73.9418603427692,871,Tuesday,The Grinnell,Home (private),Residence,-1.0,Clear,24452,881
40.7988408757891 -73.9630612383003,180,Wednesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24452,881
40.7978801000000 -73.9637205000000,240,Wednesday,Sammy Deli Grocery,Deli / Bodega,Food,-1.0,Clouds,24452,881
40.8498192120828 -73.9346359519707,956,Wednesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24452,881
40.8331652006224 -73.9418603427692,1059,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clear,24452,881
40.8079950658704 -73.9638555049896,1399,Wednesday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24452,881
40.8331652006224 -73.9418603427692,1082,Thursday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24452,881
40.7694330257794 -73.9104952939895,289,Friday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Rain,24452,881
40.7698434364248 -73.9100015417695,1357,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24452,881
40.7694330257794 -73.9104952939895,303,Saturday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clouds,24452,881
40.8154837319527 -73.9580503797168,335,Saturday,Bank Of America ATM Center,Bank,Shop & Service,-1.0,Clouds,24452,881
40.8155406846180 -73.9584234721819,338,Saturday,MTA Subway - 125th St (1),Metro Station,Travel & Transport,-1.0,Clouds,24452,881
40.8340978041072 -73.9452672225881,356,Saturday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24452,881
40.8331652006224 -73.9418603427692,898,Saturday,The Grinnell,Home (private),Residence,-1.0,Clouds,24452,881
40.8339877431058 -73.9451581574406,973,Saturday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24452,881
40.8331652006224 -73.9418603427692,1173,Saturday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24452,881
40.8079950658704 -73.9638555049896,1379,Saturday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24452,881
40.7698434364248 -73.9100015417695,24,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24452,881
40.8342684396165 -73.9448118209839,372,Sunday,Castle Check Cashing,Bank,Shop & Service,-1.0,Clouds,24452,881
40.8340978041072 -73.9452672225881,373,Sunday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24452,881
40.8331652006224 -73.9418603427692,401,Sunday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24452,881
40.8345766569390 -73.9443889593914,377,Monday,Bank of America,Bank,Shop & Service,5.8,Fog,24456,881
40.8340978041072 -73.9452672225881,389,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24456,881
40.8331652006224 -73.9418603427692,396,Monday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24456,881
40.8331652006224 -73.9418603427692,901,Monday,The Grinnell,Home (private),Residence,-1.0,Unknown,24456,881
40.8495437795336 -73.9322698116302,1143,Monday,V.I.M. Jeans & Sneaker Store,Men's Store,Shop & Service,-1.0,Clouds,24456,881
40.8122048395625 -73.9303419473045,1405,Monday,Sin City Gentlemen's Cabaret,Strip Club,Nightlife Spot,-1.0,Rain,24456,881
40.7988408757891 -73.9630612383003,184,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Rain,24456,881
40.8494190000000 -73.9366040000000,1135,Tuesday,Sonia's Nail and Spa,Nail Salon,Shop & Service,-1.0,Clouds,24456,881
40.8340978041072 -73.9452672225881,285,Wednesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24456,881
40.8341610206876 -73.9450376116797,965,Wednesday,Twin Donut,Donut Shop,Food,-1.0,Clouds,24456,881
40.8498192120828 -73.9346359519707,1259,Wednesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clouds,24456,881
40.8331652006224 -73.9418603427692,1398,Wednesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24456,881
40.7698434364248 -73.9100015417695,48,Thursday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24456,881
40.8331652006224 -73.9418603427692,400,Thursday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24456,881
40.8341610206876 -73.9450376116797,471,Thursday,Twin Donut,Donut Shop,Food,-1.0,Clear,24456,881
40.8343150000000 -73.9448610000000,471,Thursday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24456,881
40.8331652006224 -73.9418603427692,516,Thursday,The Grinnell,Home (private),Residence,-1.0,Clear,24456,881
40.8339877431058 -73.9451581574406,1236,Thursday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24456,881
40.8331652006224 -73.9418603427692,23,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24456,881
40.8867607116699 -73.8268661499023,130,Friday,Key Club Cabaret,Strip Club,Nightlife Spot,-1.0,Clouds,24456,881
40.7694330257794 -73.9104952939895,306,Monday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24457,881
40.8154837319527 -73.9580503797168,349,Monday,Bank Of America ATM Center,Bank,Shop & Service,-1.0,Clear,24457,881
40.8155406846180 -73.9584234721819,354,Monday,MTA Subway - 125th St (1),Metro Station,Travel & Transport,-1.0,Clear,24457,881
40.8331652006224 -73.9418603427692,387,Monday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24457,881
40.8340978041072 -73.9452672225881,1268,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Unknown,24457,881
40.8498192120828 -73.9346359519707,35,Tuesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24457,881
40.8498192120828 -73.9346359519707,51,Tuesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24457,881
40.8343150000000 -73.9448610000000,164,Tuesday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24457,881
40.8342936185069 -73.9444463623364,165,Tuesday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clear,24457,881
40.8331652006224 -73.9418603427692,207,Tuesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24457,881
40.8340978041072 -73.9452672225881,295,Tuesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24457,881
40.8154837319527 -73.9580503797168,319,Thursday,Bank Of America ATM Center,Bank,Shop & Service,-1.0,Clear,24457,881
40.8155406846180 -73.9584234721819,324,Thursday,MTA Subway - 125th St (1),Metro Station,Travel & Transport,-1.0,Clouds,24457,881
40.8498192120828 -73.9346359519707,756,Thursday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24457,881
40.8499435164557 -73.9348139100052,759,Thursday,The Vitamin Shoppe,Food & Drink Shop,Shop & Service,7.0,Clear,24457,881
40.8331652006224 -73.9418603427692,1254,Thursday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24457,881
40.7698434364248 -73.9100015417695,1387,Thursday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24457,881
40.7694330257794 -73.9104952939895,296,Friday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24457,881
40.8340978041072 -73.9452672225881,337,Friday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24457,881
40.7698434364248 -73.9100015417695,87,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24457,881
40.8331652006224 -73.9418603427692,680,Saturday,The Grinnell,Home (private),Residence,-1.0,Clear,24457,881
40.8343150000000 -73.9448610000000,302,Sunday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24457,881
40.8331652006224 -73.9418603427692,406,Sunday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24457,881
40.8331652006224 -73.9418603427692,562,Sunday,The Grinnell,Home (private),Residence,-1.0,Clear,24457,881
40.8341610206876 -73.9450376116797,752,Sunday,Twin Donut,Donut Shop,Food,-1.0,Clear,24457,881
40.8079950658704 -73.9638555049896,1375,Sunday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24457,881
40.7686098599664 -73.9110349752167,1398,Sunday,Dunkin' Donuts,Donut Shop,Food,5.9,Clear,24457,881
40.7698434364248 -73.9100015417695,1420,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24457,881
40.7694330257794 -73.9104952939895,275,Monday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clouds,24458,881
40.8345766569390 -73.9443889593914,490,Monday,Bank of America,Bank,Shop & Service,5.8,Clouds,24458,881
40.8340978041072 -73.9452672225881,493,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24458,881
40.8331652006224 -73.9418603427692,512,Monday,The Grinnell,Home (private),Residence,-1.0,Clouds,24458,881
40.7988408757891 -73.9630612383003,324,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24458,881
40.8350521193394 -73.9483325021119,727,Tuesday,Tommy's Grill & Pizzeria,Pizza Place,Food,-1.0,Clouds,24458,881
40.8331652006224 -73.9418603427692,797,Tuesday,The Grinnell,Home (private),Residence,-1.0,Fog,24458,881
40.8331652006224 -73.9418603427692,669,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clouds,24458,881
40.8079950658704 -73.9638555049896,1414,Wednesday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clouds,24458,881
40.7686098599664 -73.9110349752167,6,Thursday,Dunkin' Donuts,Donut Shop,Food,5.9,Clouds,24458,881
40.8340978041072 -73.9452672225881,314,Thursday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Rain,24458,881
40.7694330257794 -73.9104952939895,307,Friday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24458,881
40.7698434364248 -73.9100015417695,157,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24458,881
40.8346711370204 -73.9441937892508,740,Saturday,Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clear,24458,881
40.8339877431058 -73.9451581574406,749,Saturday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24458,881
40.8331652006224 -73.9418603427692,1108,Saturday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24458,881
40.7510070707095 -73.9455714566221,367,Sunday,Show Palace,Strip Club,Nightlife Spot,6.3,Fog,24458,881
