space,time,day,poi,type,root_type,rating,weather,tid,label
40.7813151542147 -74.0218501459402,1037,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Rain,12669,448
40.7825651891992 -74.0210410888396,374,Sunday,7-Eleven,Convenience Store,Shop & Service,6.5,Clouds,12669,448
40.7781823574828 -74.0240363043444,377,Sunday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12669,448
40.7611708582504 -74.0112876892090,384,Sunday,Lincoln Tunnel,Tunnel,Travel & Transport,5.3,Clouds,12669,448
40.7655039677366 -73.9801763843181,405,Sunday,Chase Bank,Bank,Shop & Service,6.9,Clouds,12669,448
40.7653700556837 -73.9760568737984,669,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12669,448
40.7578392814164 -73.9930949574162,961,Sunday,Gate 200,Bus Line,Travel & Transport,-1.0,Clouds,12669,448
40.7581955774393 -73.9941623794690,962,Sunday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12669,448
40.7813151542147 -74.0218501459402,984,Sunday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Rain,12669,448
40.7813476468091 -74.0203835333333,987,Sunday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Rain,12669,448
40.7653700556837 -73.9760568737984,365,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12671,448
40.7740829972902 -74.0123851108437,433,Thursday,48th Street,Home (private),Residence,-1.0,Clouds,12671,448
40.7813476468091 -74.0203835333333,764,Thursday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clouds,12671,448
40.7561647919909 -73.9906024932861,1417,Thursday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12671,448
40.7568620979867 -73.9900074343792,1420,Thursday,Gate 305,Bus Station,Travel & Transport,-1.0,Clear,12671,448
40.7827051478195 -74.0211902769318,5,Friday,Chase Bank,Bank,Shop & Service,6.3,Clear,12671,448
40.7813801096312 -74.0203984311088,24,Friday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clear,12671,448
40.7825651891992 -74.0210410888396,24,Friday,7-Eleven,Convenience Store,Shop & Service,6.5,Clear,12671,448
40.7809350000000 -74.0224220000000,42,Friday,Sleepy's Union City,Mattress Store,Shop & Service,6.3,Clear,12671,448
40.7806690000000 -74.0172950000000,42,Friday,Kikos Liquors,Miscellaneous Shop,Shop & Service,-1.0,Clear,12671,448
40.7813151542147 -74.0218501459402,514,Friday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12671,448
40.7813859500000 -74.0203667666667,535,Friday,Three B,Breakfast Spot,Food,-1.0,Clouds,12671,448
40.7740829972902 -74.0123851108437,552,Friday,48th Street,Home (private),Residence,-1.0,Clouds,12671,448
40.7813752335407 -74.0203123607127,901,Friday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12671,448
40.7307385602345 -74.0351915359497,905,Friday,Modell's Sporting Goods,Sporting Goods Shop,Shop & Service,5.4,Clouds,12671,448
40.7813801096312 -74.0203984311088,1292,Friday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clouds,12671,448
40.7809350000000 -74.0224220000000,1421,Friday,Sleepy's Union City,Mattress Store,Shop & Service,6.3,Clear,12671,448
40.7781823574828 -74.0240363043444,347,Saturday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12671,448
40.7690226811256 -74.0247994456022,354,Saturday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clouds,12671,448
40.7636539700415 -73.9852019563775,373,Saturday,Cosmic Diner,Diner,Food,6.5,Clouds,12671,448
40.7647478391359 -73.9842856293240,374,Saturday,Gristedes Supermarkets,Grocery Store,Shop & Service,5.1,Clouds,12671,448
40.7652379375457 -73.9820186684349,377,Saturday,Citi Bike Station,Bike Rental / Bike Share,Travel & Transport,-1.0,Clouds,12671,448
40.7653700556837 -73.9760568737984,383,Saturday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12671,448
40.7652590000000 -73.9764050000000,599,Saturday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clouds,12671,448
40.7636269466369 -73.9779610286354,813,Saturday,Chipotle Mexican Grill,Mexican Restaurant,Food,7.4,Clouds,12671,448
40.8380539921151 -73.8290093242531,1333,Saturday,Teresa's Homemade Ice Cream,American Restaurant,Food,7.6,Clear,12671,448
40.7653700556837 -73.9760568737984,1365,Saturday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12671,448
40.7690226811256 -74.0247994456022,1390,Saturday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clear,12671,448
40.7781823574828 -74.0240363043444,1396,Saturday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clear,12671,448
40.7781823574828 -74.0240363043444,372,Sunday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12671,448
40.7700213635667 -74.0277773886559,378,Sunday,Dunkin Donuts,Donut Shop,Food,5.7,Clouds,12671,448
40.7604470705543 -73.9875224587495,392,Sunday,Starbucks,Coffee Shop,Food,7.3,Clouds,12671,448
40.7623886040997 -73.9859557023833,395,Sunday,Rite Aid,Pharmacy,Shop & Service,6.7,Clouds,12671,448
40.7645151486976 -73.9807330888570,404,Sunday,Park Central New York,Hotel,Travel & Transport,8.1,Clouds,12671,448
40.7653700556837 -73.9760568737984,465,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12671,448
40.7652590000000 -73.9764050000000,473,Sunday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clouds,12671,448
40.7813801096312 -74.0203984311088,118,Monday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clear,12672,448
40.7813752335407 -74.0203123607127,627,Monday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12672,448
40.7813859500000 -74.0203667666667,640,Monday,Three B,Breakfast Spot,Food,-1.0,Clouds,12672,448
40.7813476468091 -74.0203835333333,642,Monday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clouds,12672,448
40.7813151542147 -74.0218501459402,740,Monday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12672,448
40.7653700556837 -73.9760568737984,931,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12672,448
40.7652590000000 -73.9764050000000,1327,Monday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clear,12672,448
40.7659528119360 -73.9765663745320,1327,Monday,José de San Martín Statue,Monument / Landmark,Professional & Other Places,-1.0,Clear,12672,448
40.7657060000000 -73.9787190000000,1422,Monday,Red 58 Restaurant & Wine Bar,New American Restaurant,Food,7.0,Clear,12672,448
40.7781823574828 -74.0240363043444,106,Tuesday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clear,12672,448
40.7813151542147 -74.0218501459402,613,Tuesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12672,448
40.7740829972902 -74.0123851108437,613,Tuesday,48th Street,Home (private),Residence,-1.0,Clear,12672,448
40.7813752335407 -74.0203123607127,804,Tuesday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12672,448
40.7819157609522 -74.0213566788970,827,Tuesday,Pse&g,Building,Professional & Other Places,-1.0,Clouds,12672,448
40.7727077937456 -74.0198188896919,836,Tuesday,Richard W. Arricale Memorial Field,Baseball Field,Outdoors & Recreation,-1.0,Clouds,12672,448
40.7581955774393 -73.9941623794690,847,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12672,448
40.7677159934875 -73.9818005796479,860,Tuesday,LensCrafters,Optical Shop,Shop & Service,-1.0,Clouds,12672,448
40.7653700556837 -73.9760568737984,933,Tuesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12672,448
40.7781823574828 -74.0240363043444,845,Thursday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12672,448
40.7581955774393 -73.9941623794690,857,Thursday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12672,448
40.7653700556837 -73.9760568737984,882,Thursday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12672,448
40.7652590000000 -73.9764050000000,1335,Thursday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clear,12672,448
40.7813801096312 -74.0203984311088,905,Friday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clouds,12672,448
40.7791603046148 -74.0165883443982,1177,Friday,CableVision,Electronics Store,Shop & Service,-1.0,Rain,12672,448
40.7819157609522 -74.0213566788970,69,Saturday,Pse&g,Building,Professional & Other Places,-1.0,Rain,12672,448
40.7813151542147 -74.0218501459402,510,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Rain,12672,448
40.7740829972902 -74.0123851108437,511,Saturday,48th Street,Home (private),Residence,-1.0,Rain,12672,448
40.7813752335407 -74.0203123607127,628,Saturday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12672,448
40.7781823574828 -74.0240363043444,761,Saturday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12672,448
40.7653700556837 -73.9760568737984,494,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12672,448
40.7568620979867 -73.9900074343792,1355,Sunday,Gate 305,Bus Station,Travel & Transport,-1.0,Clouds,12672,448
