Systematic_name,Standard_name,Uniprot_id
YGL202W,ARO8,P53090
YGL203C,KEX1,P09620
YGL204C,,P53089
YGL205W,POX1,P13711
YGL206C,CHC1,P22137
YGL207W,SPT16,P32558
YGL208W,SIP2,P34164
YGL209W,MIG2,P53035
YGL210W,YPT32,P51996
YGL211W,NCS6,P53088
YGL212W,VAM7,P32912
YGL213C,SKI8,Q02793
YGL214W,,P53087
YGL215W,CLG1,P35190
YGL216W,KIP3,P53086
YGL217C,,P53085
YGL218W,,P53084
YGL219C,MDM34,P53083
YGL220W,BOL2,P53082
YGL221C,NIF3,P53081
YGL222C,EDC1,P53080
YGL223C,COG1,P53079
YGL224C,SDT1,P53078
YGL225W,VRG4,P40107
YGL226C-A,OST5,Q92316
YGL226W,MTC3,P53077
YGL227W,VID30,P53076
YGL228W,SHE10,P53075
YGL229C,SAP4,P53036
YGL230C,,P53074
YGL231C,EMC4,P53073
YGL232W,TAN1,P53072
YGL233W,SEC15,P22224
YGL234W,"ADE5,7",P07244
YGL235W,,P53071
YGL236C,MTO1,P53070
YGL237C,HAP2,P06774
YGL238W,CSE1,P33307
YGL239C,,P53069
YGL240W,DOC1,P53068
YGL241W,KAP114,P53067
YGL242C,,P53066
YGL243W,TAD1,P53065
YGL244W,RTF1,P53064
YGL245W,GUS1,P46655
YGL246C,RAI1,P53063
YGL247W,BRR6,P53062
YGL248W,PDE1,P22434
YGL249W,ZIP2,P53061
YGL250W,RMR1,P53060
YGL251C,HFM1,P51979
YGL252C,RTG2,P32608
YGL253W,HXK2,P04807
YGL254W,FZF1,P32805
YGL255W,ZRT1,P32804
YGL256W,ADH4,P10127
YGL257C,MNT2,P53059
YGL258W,VEL1,P53058
YGL259W,YPS5,P53057
YGL260W,,P53056
YGL261C,PAU11,P0CE93
YGL262W,,P53054
YGL263W,COS12,P53053
YGR001C,EFM5,P53200
YGR002C,SWC4,P53201
YGR003W,CUL3,P53202
YGR004W,PEX31,P53203
YGR005C,TFG2,P41896
YGR006W,PRP18,P33411
YGR007W,ECT1,P33412
YGR008C,STF2,P16965
YGR009C,SEC9,P40357
YGR010W,NMA2,P53204
YGR011W,,P53205
YGR012W,MCY1,P53206
YGR013W,SNU71,P53207
YGR014W,MSB2,P32334
YGR015C,,P53208
YGR016W,,P53209
YGR017W,,P53210
YGR018C,,P53211
YGR019W,UGA1,P17649
YGR020C,VMA7,P39111
YGR021W,,P53212
YGR022C,,P53213
YGR023W,MTL1,P53214
YGR024C,THG1,P53215
YGR025W,,P53216
YGR026W,,P53217
YGR027C,RPS25A,Q3E792
YGR028W,MSP1,P28737
YGR029W,ERV1,P27882
YGR030C,POP6,P53218
YGR031W,IMO32,P53219
YGR032W,GSC2,P40989
YGR033C,TIM21,P53220
YGR034W,RPL26B,P53221
YGR035C,,P53222
YGR036C,CAX4,P53223
YGR037C,ACB1,P31787
YGR038W,ORM1,P53224
YGR039W,,P53225
YGR040W,KSS1,P14681
YGR041W,BUD9,P53226
YGR042W,MTE1,P53227
YGR043C,NQM1,P53228
YGR044C,RME1,P32338
YGR045C,,P53229
YGR046W,TAM41,P53230
YGR047C,TFC4,P33339
YGR048W,UFD1,P53044
YGR049W,SCM4,P32564
YGR050C,,P53231
YGR051C,,P53232
YGR052W,FMP48,P53233
YGR053C,,P53234
YGR054W,,P53235
YGR055W,MUP1,P50276
YGR056W,RSC1,P53236
YGR057C,LST7,P53237
YGR058W,PEF1,P53238
YGR059W,SPR3,P41901
YGR060W,ERG25,P53045
YGR061C,ADE6,P38972
YGR062C,COX18,P53239
YGR063C,SPT4,P32914
YGR064W,,P53240
YGR065C,VHT1,P53241
YGR066C,,P53242
YGR067C,,P53243
YGR068C,ART5,P53244
YGR069W,,P53245
YGR070W,ROM1,P53046
YGR071C,ENV11,P53246
YGR072W,UPF3,P48412
YGR073C,,P53247
YGR074W,SMD1,Q02260
YGR075C,PRP38,Q00723
YGR076C,MRPL25,P23369
YGR077C,PEX8,P53248
YGR078C,PAC10,P48363
YGR079W,,P53249
YGR080W,TWF1,P53250
YGR081C,SLX9,P53251
YGR082W,TOM20,P35180
YGR083C,GCD2,P12754
YGR084C,MRP13,P12686
YGR085C,RPL11B,Q3E757
YGR086C,PIL1,P53252
YGR087C,PDC6,P26263
YGR088W,CTT1,P06115
YGR089W,NNF2,P53253
YGR090W,UTP22,P53254
YGR091W,PRP31,P49704
YGR092W,DBF2,P22204
YGR093W,DRN1,P53255
YGR094W,VAS1,P07806
YGR095C,RRP46,P53256
YGR096W,TPC1,P53257
YGR097W,ASK10,P48361
YGR098C,ESP1,Q03018
YGR099W,TEL2,P53038
YGR100W,MDR1,P53258
YGR101W,PCP1,P53259
YGR102C,GTF1,P53260
YGR103W,NOP7,P53261
YGR104C,SRB5,P32585
YGR105W,VMA21,P41806
YGR106C,VOA1,P53262
YGR107W,,P53263
YGR108W,CLB1,P24868
YGR109C,CLB6,P32943
YGR110W,CLD1,P53264
YGR111W,,P53265
YGR112W,SHY1,P53266
YGR113W,DAM1,P53267
YGR114C,,P53268
YGR115C,,P53269
YGR116W,SPT6,P23615
YGR117C,,P53270
YGR118W,RPS23A,P0CX29
YGR119C,NUP57,P48837
YGR120C,COG2,P53271
YGR121C,MEP1,P40260
YGR122W,,P39929
YGR123C,PPT1,P53043
YGR124W,ASN2,P49090
YGR125W,,P53273
YGR126W,,P53274
YGR127W,,P53275
YGR128C,UTP8,P53276
YGR129W,SYF2,P53277
YGR130C,,P53278
YGR131W,FHN1,P53279
YGR132C,PHB1,P40961
YGR133W,PEX4,P29340
YGR134W,CAF130,P53280
YGR135W,PRE9,P23638
YGR136W,LSB1,P53281
YGR137W,,P53282
YGR138C,TPO2,P53283
YGR139W,,P53284
YGR140W,CBF2,P32504
YGR141W,VPS62,P53285
YGR142W,BTN2,P53286
YGR143W,SKN1,P33336
YGR144W,THI4,P32318
YGR145W,ENP2,P48234
YGR146C,ECL1,P48235
YGR147C,NAT2,P37293
YGR148C,RPL24B,P24000
YGR149W,GPC1,P48236
YGR150C,CCM1,P48237
YGR151C,,P53287
YGR152C,RSR1,P13856
YGR153W,,P48238
YGR154C,GTO1,P48239
YGR155W,CYS4,P32582
YGR156W,PTI1,P39927
YGR157W,CHO2,P05374
YGR158C,MTR3,P48240
YGR159C,NSR1,P27476
YGR160W,,P53288
YGR161C,RTS3,P53289
YGR162W,TIF4631,P39935
YGR163W,GTR2,P53290
YGR164W,,P53291
YGR165W,MRPS35,P53292
YGR166W,TRS65,P32893
YGR167W,CLC1,P17891
YGR168C,,P53293
YGR169C,PUS6,Q3E772
YGR170W,PSD2,P53037
YGR171C,MSM1,P22438
YGR172C,YIP1,P53039
YGR173W,RBG2,P53295
YGR174C,CBP4,P37267
YGR175C,ERG1,P32476
YGR176W,,P32475
YGR177C,ATF2,P53296
YGR178C,PBP1,P53297
YGR179C,OKP1,P53298
YGR180C,RNR4,P49723
YGR181W,TIM13,P53299
YGR182C,,P53300
YGR183C,QCR9,P22289
YGR184C,UBR1,P19812
YGR185C,TYS1,P36421
YGR186W,TFG1,P41895
YGR187C,HGH1,P48362
YGR188C,BUB1,P41695
YGR189C,CRH1,P53301
YGR190C,,P53302
YGR191W,HIP1,P06775
YGR192C,TDH3,P00359
YGR193C,PDX1,P16451
YGR194C,XKS1,P42826
YGR195W,SKI6,P46948
YGR196C,FYV8,P46949
YGR197C,SNG1,P46950
YGR198W,YPP1,P46951
YGR199W,PMT6,P42934
YGR200C,ELP2,P42935
YGR201C,,P42936
YGR202C,PCT1,P13259
YGR203W,YCH1,P42937
YGR204W,ADE3,P07245
YGR205W,TDA10,P42938
YGR206W,MVB12,P42939
YGR207C,CIR1,P42940
YGR208W,SER2,P42941
YGR209C,TRX2,P22803
YGR210C,,P42942
YGR211W,ZPR1,P53303
YGR212W,SLI1,P53304
YGR213C,RTA1,P53047
YGR214W,RPS0A,P32905
YGR215W,RSM27,P53305
YGR216C,GPI1,P53306
YGR217W,CCH1,P50077
YGR218W,CRM1,P30822
YGR219W,,P53307
YGR220C,MRPL9,P31334
YGR221C,TOS2,P50078
YGR222W,PET54,P10834
YGR223C,HSV2,P50079
YGR224W,AZR1,P50080
YGR225W,AMA1,P50082
YGR226C,,P50083
YGR227W,DIE2,P50076
YGR228W,,P53308
YGR229C,SMI1,P32566
YGR230W,BNS1,P50084
YGR231C,PHB2,P50085
YGR232W,NAS6,P50086
YGR233C,PHO81,P17442
YGR234W,YHB1,P39676
YGR235C,MIC26,P50087
YGR236C,SPG1,P50088
YGR237C,,P50089
YGR238C,KEL2,P50090
YGR239C,PEX21,P50091
YGR240C,PFK1,P16861
YGR241C,YAP1802,P53309
YGR242W,,P53310
YGR243W,MPC3,P53311
YGR244C,LSC2,P53312
YGR245C,SDA1,P53313
YGR246C,BRF1,P29056
YGR247W,CPD1,P53314
YGR248W,SOL4,P53315
YGR249W,MGA1,P53050
YGR250C,RIE1,P53316
YGR251W,NOP19,P53317
YGR252W,GCN5,Q03330
YGR253C,PUP2,P32379
YGR254W,ENO1,P00924
YGR255C,COQ6,P53318
YGR256W,GND2,P53319
YGR257C,MTM1,P53320
YGR258C,RAD2,P07276
YGR259C,,P53321
YGR260W,TNA1,P53322
YGR261C,APL6,P46682
YGR262C,BUD32,P53323
YGR263C,SAY1,P53324
YGR264C,MES1,P00958
YGR265W,,P53325
YGR266W,,P53326
YGR267C,FOL2,P51601
YGR268C,HUA1,P40325
YGR269W,,P40326
YGR270W,YTA7,P40340
YGR271W,SLH1,P53327
YGR273C,,P53329
YGR274C,TAF1,P46677
YGR275W,RTT102,P53330
YGR276C,RNH70,P53331
YGR277C,CAB4,P53332
YGR278W,CWC22,P53333
YGR279C,SCW4,P53334
YGR280C,PXR1,P53335
YGR281W,YOR1,P53049
YGR282C,BGL2,P15703
YGR283C,,P53336
YGR284C,ERV29,P53337
YGR285C,ZUO1,P32527
YGR286C,BIO2,P32451
YGR287C,IMA1,P53051
YGR288W,MAL13,P53338
YGR289C,MAL11,P53048
YGR290W,,P53339
YGR291C,,P53340
YGR292W,MAL12,P53341
YGR293C,,P53342
YGR294W,PAU12,P53343
YGR295C,COS6,P53344
YGR296W,YRF1-3,P0CX14
YHR001W-A,QCR10,P37299
YHR005C-A,TIM10,P87108
YHR021W-A,ECM12,O13529
YHR049C-A,,O13533
YHR139C-A,,O13536
YHR214W-A,,O13534
YIL014C-A,,Q02598
YJL001W,PRE3,P38624
YJL002C,OST1,P41543
YJL003W,COX16,P47081
YJL004C,SYS1,P41544
YJL005W,CYR1,P08678
YJL006C,CTK2,P46962
YJL007C,,P47080
YJL008C,CCT8,P47079
YJL009W,,P47078
YJL010C,NOP9,P47077
YJL011C,RPC17,P47076
YJL012C,VTC4,P47075
YJL013C,MAD3,P47074
YJL014W,CCT3,P39077
YJL015C,,P47073
YJL016W,TPH3,P47072
YJL019W,MPS3,P47069
YJL020C,BBC1,P47068
YJL022W,,P47066
YJL023C,PET130,P47065
YJL024C,APS3,P47064
YJL025W,RRN7,P40992
YJL026W,RNR2,P09938
YJL027C,,P47063
YJL028W,,P47062
YJL029C,VPS53,P47061
YJL030W,MAD2,P40958
YJL031C,BET4,Q00618
YJL032W,,P47059
YJL033W,HCA4,P20448
YJL034W,KAR2,P16474
YJL035C,TAD2,P47058
YJL036W,SNX4,P47057
YJL037W,IRC18,P47056
YJL038C,LOH1,P47055
YJL039C,NUP192,P47054
YJL041W,NSP1,P14907
YJL042W,MHP1,P43638
YJL043W,,P47053
YJL044C,GYP6,P32806
YJL045W,,P47052
YJL046W,AIM22,P47051
YJL047C,RTT101,P47050
YJL048C,UBX6,P47049
YJL049W,CHM7,P47048
YJL050W,MTR4,P47047
YJL051W,IRC8,P47046
YJL052W,TDH1,P00360
YJL053W,PEP8,P40335
YJL054W,TIM54,P47045
YJL055W,,P47044
YJL056C,ZAP1,P47043
YJL057C,IKS1,P47042
YJL058C,BIT61,P47041
YJL059W,YHC3,P47040
YJL060W,BNA3,P47039
YJL061W,NUP82,P40368
YJL062W,LAS21,P40367
YJL063C,MRPL8,P22353
YJL064W,,P47038
YJL065C,DLS1,P40366
YJL066C,MPM1,P40364
YJL067W,,P40365
YJL068C,,P40363
YJL069C,UTP18,P40362
YJL070C,,P40361
YJL071W,ARG2,P40360
YJL072C,PSF2,P40359
YJL073W,JEM1,P40358
YJL074C,SMC3,P47037
YJL075C,APQ13,P47036
YJL076W,NET1,P47035
YJL077C,ICS3,P47034
YJL078C,PRY3,P47033
YJL079C,PRY1,P47032
YJL080C,SCP160,P06105
YJL081C,ARP4,P80428
YJL082W,IML2,P47031
YJL083W,TAX4,P47030
YJL084C,ALY2,P47029
YJL085W,EXO70,P19658
YJL086C,,P47028
YJL087C,TRL1,P09880
YJL088W,ARG3,P05150
YJL089W,SIP4,P46954
YJL090C,DPB11,P47027
YJL091C,GWT1,P47026
YJL092W,SRS2,P12954
YJL093C,TOK1,P40310
YJL094C,KHA1,P40309
YJL095W,BCK1,Q01389
YJL096W,MRPL49,P40858
YJL097W,PHS1,P40857
YJL098W,SAP185,P40856
YJL099W,CHS6,P40955
YJL100W,LSB6,P42951
YJL101C,GSH1,P32477
YJL102W,MEF2,P39677
YJL103C,GSM1,P42950
YJL104W,PAM16,P42949
YJL105W,SET4,P42948
YJL106W,IME2,P32581
YJL107C,,P42947
YJL108C,PRM10,P42946
YJL109C,UTP10,P42945
YJL110C,GZF3,P42944
YJL111W,CCT7,P42943
YJL112W,MDV1,P47025
YJL115W,ASF1,P32447
YJL116C,NCA3,P46955
YJL117W,PHO86,P46956
YJL118W,,P47022
YJL119C,,P47021
YJL120W,,P47020
YJL121C,RPE1,P46969
YJL122W,ALB1,P47019
YJL123C,MTC1,P47018
YJL124C,LSM1,P47017
YJL125C,GCD14,P46959
YJL126W,NIT2,P47016
YJL127C,SPT10,P35208
YJL128C,PBS2,P08018
YJL129C,TRK1,P12685
YJL130C,URA2,P07259
YJL131C,AIM23,P47015
YJL132W,,P47014
YJL133W,MRS3,P10566
YJL134W,LCB3,P47013
YJL135W,,P47012
YJL136C,RPS21B,Q3E754
YJL137C,GLG2,P47011
YJL138C,TIF2,P10081
YJL139C,YUR1,P26725
YJL140W,RPB4,P20433
YJL141C,YAK1,P14680
YJL142C,IRC9,P47010
YJL143W,TIM17,P39515
YJL144W,,P47009
YJL145W,SFH5,P47008
YJL146W,IDS2,P46958
YJL147C,MRX5,P47007
YJL148W,RPA34,P47006
YJL149W,DAS1,P47005
YJL150W,,P47004
YJL151C,SNA3,P14359
YJL152W,,P47003
YJL153C,INO1,P11986
YJL154C,VPS35,P34110
YJL155C,FBP26,P32604
YJL156C,SSY5,P47002
YJL157C,FAR1,P21268
YJL158C,CIS3,P47001
YJL159W,HSP150,P32478
YJL160C,PIR5,P46999
YJL161W,FMP33,P46998
YJL162C,JJJ2,P46997
YJL163C,,P46996
YJL164C,TPK1,P06244
YJL165C,HAL5,P38970
YJL166W,QCR8,P08525
YJL167W,ERG20,P08524
YJL168C,SET2,P46995
YJL169W,,P46994
YJL170C,ASG7,P46993
YJL171C,TOH1,P46992
YJL172W,CPS1,P27614
YJL173C,RFA3,P26755
YJL174W,KRE9,P39005
YJL175W,,P46991
YJL176C,SWI3,P32591
YJL177W,RPL17B,P46990
YJL178C,ATG27,P46989
YJL179W,PFD1,P46988
YJL180C,ATP12,P22135
YJL181W,RBH1,P46987
YJL182C,,P46986
YJL183W,MNN11,P46985
YJL184W,GON7,P46984
YJL185C,ATG36,P46983
YJL186W,MNN5,P46982
YJL187C,SWE1,P32944
YJL188C,BUD19,O94143
YJL189W,RPL39,P04650
YJL190C,RPS22A,P0C0W1
YJL191W,RPS14B,P39516
YJL192C,SOP4,P39543
YJL193W,,P39542
YJL194W,CDC6,P09119
YJL195C,,P39541
YJL196C,ELO1,P39540
YJL197W,UBP12,P39538
YJL198W,PHO90,P39535
YJL199C,MBB1,P39534
YJL200C,ACO2,P39533
YJL201W,ECM25,P32525
YJL202C,,P39532
YJL203W,PRP21,P32524
YJL204C,RCY1,P39531
YJL206C,,P39529
YJL205C,NCE101,Q02820
YJL207C,LAA1,P39526
YJL208C,NUC1,P08466
YJL209W,CBP1,P07252
YJL210W,PEX2,P32800
YJL211C,,P40898
YJL212C,OPT1,P40897
YJL213W,,P40896
YJL214W,HXT8,P40886
YJL215C,,P40895
YJL216C,IMA5,P40884
YJL217W,REE1,P40893
YJL218W,,P40892
YJL219W,HXT9,P40885
YJL220W,,P40891
YJL221C,IMA4,P0CW41
YJL222W,VTH2,P40890
YJL223C,PAU1,P0CE88
YJL225C,,P40889
YJR001W,AVT1,P47082
YJR002W,MPP10,P47083
YJR003C,MRX12,P47084
YJR004C,SAG1,P20840
YJR005W,APL1,P27351
YJR006W,POL31,P46957
YJR007W,SUI2,P20459
YJR008W,MHO1,P47085
YJR009C,TDH2,P00358
YJR010C-A,SPC1,P46965
YJR010W,MET3,P08536
YJR011C,,P47086
YJR012C,,P47087
YJR013W,GPI14,P47088
YJR014W,TMA22,P47089
YJR015W,,P47090
YJR016C,ILV3,P39522
YJR017C,ESS1,P22696
YJR018W,,P47091
YJR019C,TES1,P41903
YJR020W,,P47092
YJR021C,REC107,P21651
YJR022W,LSM8,P47093
YJR023C,,P47094
YJR024C,MDE1,P47095
YJR025C,BNA1,P47096
YJR030C,RBH2,P47101
YJR031C,GEA1,P47102
YJR032W,CPR7,P47103
YJR033C,RAV1,P47104
YJR034W,PET191,Q02772
YJR035W,RAD26,P40352
YJR036C,HUL4,P40985
YJR037W,,P47105
YJR038C,,P47106
YJR039W,,P47107
YJR040W,GEF1,P37020
YJR041C,URB2,P47108
YJR042W,NUP85,P46673
YJR043C,POL32,P47110
YJR044C,VPS55,P47111
YJR045C,SSC1,P0CS90
YJR046W,TAH11,P47112
YJR047C,ANB1,P19211
YJR048W,CYC1,P00044
YJR049C,UTR1,P21373
YJR050W,ISY1,P21374
YJR051W,OSM1,P21375
YJR052W,RAD7,P06779
YJR053W,BFA1,P47113
YJR054W,KCH1,P47114
YJR055W,HIT1,P46973
YJR056C,,P47115
YJR057W,CDC8,P00572
YJR058C,APS2,Q00381
YJR059W,PTK2,P47116
YJR060W,CBF1,P17106
YJR061W,,P36044
YJR062C,NTA1,P40354
YJR063W,RPA12,P32529
YJR064W,CCT5,P40413
YJR065C,ARP3,P47117
YJR066W,TOR1,P35169
YJR067C,YAE1,P47118
YJR068W,RFC2,P40348
YJR069C,HAM1,P47119
YJR070C,LIA1,P47120
YJR071W,,P47121
YJR072C,NPA3,P47122
YJR073C,OPI3,P05375
YJR074W,MOG1,P47123
YJR075W,HOC1,P47124
YJR076C,CDC11,P32458
YJR077C,MIR1,P23641
YJR078W,BNA2,P47125
YJR079W,,P47126
YJR080C,AIM24,P47127
YJR082C,EAF6,P47128
YJR083C,ACF4,P47129
YJR084W,,P47130
YJR085C,,P47131
YJR086W,STE18,P18852
YJR087W,,P47132
YJR088C,EMC2,P47133
YJR089W,BIR1,P47134
YJR090C,GRR1,P24814
YJR091C,JSN1,P47135
YJR092W,BUD4,P47136
YJR093C,FIP1,P45976
YJR094C,IME1,P21190
YJR094W-A,RPL43B,P0CX26
YJR095W,SFC1,P33303
YJR096W,,P47137
YJR097W,JJJ3,P47138
YJR098C,,P47139
YJR099W,YUH1,P35127
YJR100C,AIM25,P47140
YJR101W,RSM26,P47141
YJR102C,VPS25,P47142
YJR103W,URA8,P38627
YJR104C,SOD1,P00445
YJR105W,ADO1,P47143
YJR106W,ECM27,P47144
YJR107W,LIH1,P47145
YJR108W,ABM1,P47146
YJR109C,CPA2,P03965
YJR110W,YMR1,P47147
YJR111C,PXP2,P47148
YJR112W,NNF1,P47149
YJR113C,RSM7,P47150
YJR114W,,P47151
YJR115W,,P47152
YJR116W,TDA4,P47153
YJR117W,STE24,P47154
YJR118C,ILM1,P47155
YJR119C,JHD2,P47156
YJR120W,,P47157
YJR121W,ATP2,P00830
YJR122W,IBA57,P47158
YJR123W,RPS5,P26783
YJR124C,,P47159
YJR125C,ENT3,P47160
YJR126C,VPS70,P47161
YJR127C,RSF2,P46974
YJR128W,,P47162
YJR129C,EFM3,P47163
YJR130C,STR2,P47164
YJR131W,MNS1,P32906
YJR132W,NMD5,P46970
YJR133W,XPT1,P47165
YJR134C,SGM1,P47166
YJR135C,MCM22,P47167
YJR136C,TTI2,P47168
YJR137C,MET5,P47169
YJR138W,IML1,P47170
YJR139C,HOM6,P31116
YJR140C,HIR3,P47171
YJR141W,IPA1,P47172
YJR142W,,P47173
YJR143C,PMT4,P46971
YJR144W,MGM101,P32787
YJR145C,RPS4A,P0CX35
YJR146W,,P47174
YJR147W,HMS2,P47175
YJR148W,BAT2,P47176
YJR149W,,P47177
YJR150C,DAN1,P47178
YJR151C,DAN4,P47179
YJR152W,DAL5,P15365
YJR153W,PGU1,P47180
YJR154W,,P47181
YJR155W,AAD10,P47182
YJR156C,THI11,P47183
YJR157W,,P47184
YJR158W,HXT16,P47185
YJR159W,SOR1,P35497
YJR160C,MPH3,P0CE00
YJR161C,COS5,P47187
YJR162C,,P47188
YLL001W,DNM1,P54861
YLL002W,RTT109,Q07794
YLL003W,SFI1,Q12369
YLL004W,ORC3,P54790
YLL005C,SPO75,Q07798
YLL006W,MMM1,P41800
YLL007C,LMO1,Q07799
YLL008W,DRS1,P32892
YLL009C,COX17,Q12287
YLL010C,PSR1,Q07800
YLL011W,SOF1,P33750
YLL012W,YEH1,Q07804
YLL013C,PUF3,Q07807
YLL014W,EMC6,Q12431
YLL015W,BPT1,P14772
YLL018C,DPS1,P04802
YLL019C,KNS1,P32350
YLL020C,,Q07811
YLL021W,SPA2,P23201
YLL022C,HIF1,Q12373
YLL023C,POM33,Q12164
YLL024C,SSA2,P10592
YLL025W,PAU17,Q12370
YLL026W,HSP104,P31539
YLL027W,ISA1,Q07821
YLL028W,TPO1,Q07824
YLL029W,FRA1,Q07825
YLL030C,RRT7,Q07829
YLL031C,GPI13,Q07830
YLL032C,,Q07834
YLL033W,IRC19,Q07843
YLL034C,RIX7,Q07844
YLL035W,GRC3,Q07845
YLL036C,PRP19,P32523
YLL037W,,Q07865
YLL038C,ENT4,Q07872
YLL039C,UBI4,P0CG63
YLL040C,VPS13,Q07878
YLL041C,SDH2,P21801
YLL042C,ATG10,Q07879
YLL043W,FPS1,P23900
YLL044W,,Q07880
YLL045C,RPL8B,P29453
YLL046C,RNP1,P32385
YLL047W,,Q07881
YLL048C,YBT1,P32386
YLL049W,LDB18,Q07887
YLL050C,COF1,Q03048
YLL051C,FRE6,Q12473
YLL052C,AQY2,P0CD90
YLL053C,,P0CD98
YLL054C,,Q12244
YLL055W,YCT1,Q12235
YLL056C,,Q12177
YLL057C,JLP1,Q12358
YLL058W,,Q12198
YLL059C,,Q12336
YLL060C,GTT2,Q12390
YLL061W,MMP1,Q12372
YLL062C,MHT1,Q12525
YLL063C,AYT1,Q12226
YLL064C,PAU18,P0CE91
YLL065W,,Q99339
YLL066C,,Q99208
YLL067C,,Q07888
YLR001C,,Q07895
YLR002C,NOC3,Q07896
YLR003C,CMS1,Q07897
YLR004C,THI73,Q07904
YLR005W,SSL1,Q04673
YLR006C,SSK1,Q07084
YLR007W,NSE1,Q07913
YLR008C,PAM18,Q07914
YLR009W,RLP24,Q07915
YLR010C,TEN1,Q07921
YLR011W,LOT6,Q07923
YLR012C,,Q07927
YLR013W,GAT3,Q07928
YLR014C,PPR1,P07272
YLR015W,BRE2,P43132
YLR016C,PML1,Q07930
YLR017W,MEU1,Q07938
YLR018C,POM34,Q12445
YLR019W,PSR2,Q07949
YLR020C,YEH2,Q07950
YLR021W,IRC25,Q07951
YLR022C,SDO1,Q07953
YLR023C,IZH3,Q07959
YLR024C,UBR2,Q07963
YLR025W,SNF7,P39929
YLR026C,SED5,Q01590
YLR027C,AAT2,P23542
YLR028C,ADE16,P54113
YLR029C,RPL15A,P05748
YLR030W,,Q07967
YLR031W,,Q07978
YLR032W,RAD5,P32849
YLR033W,RSC58,Q07979
YLR034C,SMF3,Q12078
YLR035C,MLH2,Q07980
YLR036C,,Q07986
YLR037C,PAU23,Q07987
YLR038C,COX12,Q01519
YLR039C,RIC1,P40395
YLR040C,AFB1,Q07988
YLR041W,,Q07989
YLR042C,,Q07990
YLR043C,TRX1,P22217
YLR044C,PDC1,P06169
YLR045C,STU2,P46675
YLR046C,,Q12253
YLR047C,FRE8,Q12209
YLR048W,RPS0B,P46654
YLR049C,,Q12110
YLR050C,,Q12155
YLR051C,FCF2,Q12035
YLR052W,IES3,Q12345
YLR053C,,Q12026
YLR054C,OSW2,Q12202
YLR055C,SPT8,P38915
YLR056W,ERG3,P32353
YLR057W,MNL2,Q12205
YLR058C,SHM2,P37291
YLR059C,REX2,P54964
YLR060W,FRS1,P15624
YLR061W,RPL22A,P05749
YLR062C,BUD28,Q07992
YLR063W,BMT6,Q12291
YLR064W,PER33,Q12144
YLR065C,ENV10,Q99382
YLR066W,SPC3,Q12133
YLR067C,PET309,P32522
YLR068W,FYV7,Q12247
YLR069C,MEF1,P25039
YLR070C,XYL2,Q07993
YLR071C,RGR1,P19263
YLR072W,LAM6,Q08001
YLR073C,RFU1,Q08003
YLR074C,BUD20,Q08004
YLR075W,RPL10,P41805
YLR076C,,Q08018
YLR077W,FMP25,Q08023
YLR078C,BOS1,P25385
YLR079W,SIC1,P38634
YLR080W,EMP46,Q12396
YLR081W,GAL2,P13181
YLR082C,SRL2,Q12020
YLR083C,EMP70,P32802
YLR084C,RAX2,Q12465
YLR085C,ARP6,Q12509
YLR086W,SMC4,Q12267
YLR087C,CSF1,Q12150
YLR088W,GAA1,P39012
YLR089C,ALT1,P52893
YLR090W,XDJ1,P39102
YLR091W,GEP5,Q12393
YLR092W,SUL2,Q12325
YLR093C,NYV1,Q12255
YLR094C,GIS3,Q12418
YLR095C,IOC2,Q12072
YLR096W,KIN2,P13186
YLR097C,HRT3,Q12347
YLR098C,CHA4,P43634
YLR099C,ICT1,Q12385
YLR100W,ERG27,Q12452
YLR101C,,Q08027
YLR102C,APC9,Q12107
YLR103C,CDC45,Q08032
YLR104W,LCL2,Q08045
YLR105C,SEN2,P16658
YLR106C,MDN1,Q12019
YLR107W,REX3,Q12090
YLR108C,,Q12259
YLR109W,AHP1,P38013
YLR110C,CCW12,Q12127
YLR111W,,Q12528
YLR112W,,Q12130
YLR113W,HOG1,P32485
YLR114C,AVL9,Q12500
YLR115W,CFT2,Q12102
YLR116W,MSL5,Q12186
YLR117C,CLF1,Q12309
YLR118C,,Q12354
YLR119W,SRN2,Q99176
YLR120C,YPS1,P32329
YLR121C,YPS3,Q12303
YLR122C,,Q12312
YLR123C,,Q12174
YLR124W,,Q12327
YLR125W,,Q12138
YLR126C,,Q12288
YLR127C,APC2,Q12440
YLR128W,DCN1,Q12395
YLR129W,DIP2,Q12220
YLR130C,ZRT2,Q12436
YLR131C,ACE2,P21192
YLR132C,USB1,Q12208
YLR133W,CKI1,P20485
YLR134W,PDC5,P16467
YLR135W,SLX4,Q12098
YLR136C,TIS11,P47977
YLR137W,RKM5,Q12367
YLR138W,NHA1,Q99271
YLR139C,SLS1,P42900
YLR140W,,Q12077
YLR141W,RRN5,Q02983
YLR142W,PUT1,P09368
YLR143W,DPH6,Q12429
YLR144C,ACF2,Q12168
YLR145W,RMP1,Q12530
YLR146C,SPE4,Q12455
YLR147C,SMD3,P43321
YLR148W,PEP3,P27801
YLR149C,,Q99296
YLR150W,STM1,P39015
YLR151C,PCD1,Q12524
YLR152C,,P54072
YLR153C,ACS2,P52910
YLR154C,RNH203,Q12338
YLR155C,ASP3-1,P0CZ17
YLR156W,,P0CE96
YLR157C,ASP3-2,P0CX77
YLR158C,ASP3-3,P0CX78
YLR159W,,P0CE97
